商品,订单号,订单状态,商品总价(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家编码-规格维度,商家编码-商品维度,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,分期方式
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260606-062872666470034,已发货，待收货,168.99	,0.0	,0.0	,42.24	,0.0	,126.75	,168.99	,1	,2026-06-06 08:40:49,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199118,快捷快物流,2026-06-06 06:23:32,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260606-463701328170674,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-06 08:40:49,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199120,快捷快物流,2026-06-06 05:56:20,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260606-167457657223159,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-06 08:40:49,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199122,快捷快物流,2026-06-06 05:46:48,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260606-641476892191869,已发货，待收货,168.99	,0.0	,0.0	,16.89	,0.0	,152.1	,168.99	,1	,2026-06-06 08:40:50,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199123,快捷快物流,2026-06-06 05:00:39,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260606-252161636751543,已发货，待收货,168.99	,0.0	,0.0	,20.27	,0.0	,148.72	,168.99	,1	,2026-06-06 08:40:50,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199125,快捷快物流,2026-06-06 01:39:45,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260606-600393695602224,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-06-06 08:40:50,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199127,快捷快物流,2026-06-06 00:56:49,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-125409759621455,已发货，待收货,168.99	,0.0	,0.0	,42.24	,0.0	,126.75	,168.99	,1	,2026-06-06 08:40:51,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199131,快捷快物流,2026-06-05 18:28:48,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-134112888341258,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-06 08:40:52,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000199134,快捷快物流,2026-06-05 16:30:57,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-491540979250923,已发货，待收货,168.99	,0.0	,0.0	,5.0	,0.0	,163.99	,168.99	,1	,2026-06-05 16:05:12,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000198515,快捷快物流,2026-06-05 14:16:30,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-660309328273563,已发货，待收货,168.99	,0.0	,0.0	,10.0	,0.0	,158.99	,168.99	,1	,2026-06-05 16:05:12,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000198516,快捷快物流,2026-06-05 13:47:18,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-134521874792342,已发货，待收货,168.99	,0.0	,0.0	,8.44	,0.0	,160.55	,168.99	,1	,2026-06-05 13:01:26,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000196492,快捷快物流,2026-06-05 11:09:58,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-061792591511940,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-05 13:01:26,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000196493,快捷快物流,2026-06-05 10:54:53,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-636412259922327,已发货，待收货,168.99	,0.0	,0.0	,33.79	,0.0	,135.2	,168.99	,1	,2026-06-05 13:01:26,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000196494,快捷快物流,2026-06-05 10:41:47,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-251909978553353,已发货，待收货,168.99	,0.0	,0.0	,33.79	,0.0	,135.2	,168.99	,1	,2026-06-05 08:24:30,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194880,快捷快物流,2026-06-05 06:56:23,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260605-111966983790201,已发货，待收货,168.99	,0.0	,0.0	,33.79	,0.0	,135.2	,168.99	,1	,2026-06-05 08:24:31,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194882,快捷快物流,2026-06-05 04:10:53,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-236118371900424,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-05 08:24:31,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194885,快捷快物流,2026-06-04 21:24:56,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-530411691532044,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-06-05 08:24:32,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194886,快捷快物流,2026-06-04 21:13:38,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-221092329832583,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-06-05 08:24:32,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194888,快捷快物流,2026-06-04 21:01:14,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-501617846620027,已发货，待收货,168.99	,0.0	,0.0	,35.48	,0.0	,133.51	,168.99	,1	,2026-06-05 08:24:32,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194890,快捷快物流,2026-06-04 19:18:51,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-307442511443332,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-05 08:24:33,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194893,快捷快物流,2026-06-04 17:13:04,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-107562985773171,已发货，待收货,168.99	,0.0	,0.0	,42.24	,0.0	,126.75	,168.99	,1	,2026-06-05 08:24:33,	,928653435663	,	,1877214163146	,	,QBPH004,	,无售后或售后取消,KJE000000194894,快捷快物流,2026-06-04 16:49:33,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-369528675993886,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-06-04 13:24:50,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000193099,快捷快物流,2026-06-04 12:33:57,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-671864635740503,已发货，待收货,168.99	,0.0	,0.0	,16.89	,0.0	,152.1	,168.99	,1	,2026-06-04 08:17:19,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000191351,快捷快物流,2026-06-04 07:35:16,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260604-589278810443313,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-04 08:17:20,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000191356,快捷快物流,2026-06-04 00:33:52,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260603-545196655012476,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-06-04 08:21:44,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000191365,快捷快物流,2026-06-03 22:31:59,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260603-555000850802295,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-04 08:19:51,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000191359,快捷快物流,2026-06-03 17:31:47,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260603-379353832960174,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-03 10:10:21,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000188777,快捷快物流,2026-06-03 08:44:26,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260602-236794755492197,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-03 08:26:49,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000187418,快捷快物流,2026-06-02 22:14:19,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260602-542056158821206,已发货，待收货,168.99	,0.0	,0.0	,8.44	,0.0	,160.55	,168.99	,1	,2026-06-03 08:26:50,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000187421,快捷快物流,2026-06-02 20:47:51,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260602-524696994192801,已发货，待收货,168.99	,0.0	,0.0	,50.0	,0.0	,118.99	,168.99	,1	,2026-06-03 08:26:50,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000187422,快捷快物流,2026-06-02 20:26:27,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260601-626513712681793,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-02 08:51:45,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000182922,快捷快物流,2026-06-01 19:51:52,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260601-393153123891635,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-01 13:10:23,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000179676,快捷快物流,2026-06-01 11:14:09,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260601-145427075441577,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-06-01 15:49:47,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000181945,快捷快物流,2026-06-01 10:18:47,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260531-374855504281105,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-31 15:56:48,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000177255,快捷快物流,2026-05-31 15:47:25,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260531-600876071212036,已发货，待收货,168.99	,0.0	,0.0	,5.0	,0.0	,163.99	,168.99	,1	,2026-05-31 10:53:49,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000174663,快捷快物流,2026-05-31 10:31:27,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260531-387134267033750,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-31 10:53:49,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000174664,快捷快物流,2026-05-31 10:22:21,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260530-297669835140489,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-05-30 09:49:23,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000169199,快捷快物流,2026-05-30 08:11:49,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260530-296306644533932,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-30 09:49:23,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000169201,快捷快物流,2026-05-30 02:48:46,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-525860913503704,已发货，待收货,168.99	,0.0	,0.0	,8.44	,0.0	,160.55	,168.99	,1	,2026-05-30 09:49:26,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000169215,快捷快物流,2026-05-29 21:10:52,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-299064399390940,已发货，待收货,168.99	,0.0	,0.0	,8.44	,0.0	,160.55	,168.99	,1	,2026-05-30 09:49:27,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000169217,快捷快物流,2026-05-29 21:02:41,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-320203681423327,已发货，待收货,168.99	,0.0	,0.0	,16.89	,0.0	,152.1	,168.99	,1	,2026-05-30 09:49:27,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000169219,快捷快物流,2026-05-29 19:31:23,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-159698142772105,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-30 09:49:27,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000169220,快捷快物流,2026-05-29 18:13:33,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-019168028991261,已发货，待收货,168.99	,0.0	,0.0	,11.82	,0.0	,157.17	,168.99	,1	,2026-05-30 09:49:28,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000169222,快捷快物流,2026-05-29 16:52:26,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-537416210021288,已发货，待收货,168.99	,0.0	,0.0	,16.89	,0.0	,152.1	,168.99	,1	,2026-05-29 13:55:03,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000166794,快捷快物流,2026-05-29 12:59:49,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-654342889082556,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-29 09:38:24,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000164914,快捷快物流,2026-05-29 09:22:21,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-204786942242397,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-29 09:41:22,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000164920,快捷快物流,2026-05-29 03:38:17,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260529-271633693102469,已发货，待收货,168.99	,0.0	,0.0	,42.24	,0.0	,126.75	,168.99	,1	,2026-05-29 14:16:40,	,928653435663	,	,1877214163146	,	,	,发顺丰,无售后或售后取消,SF0219412831375,顺丰快递,2026-05-29 00:11:19,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260528-632584989102819,已发货，待收货,168.99	,0.0	,0.0	,10.0	,0.0	,158.99	,168.99	,1	,2026-05-29 09:41:24,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000164929,快捷快物流,2026-05-28 18:23:27,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260528-519737218641552,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-28 11:03:30,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000162012,快捷快物流,2026-05-28 08:13:47,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260528-209641869640967,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-28 16:48:22,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,SF0219372736932,顺丰快递,2026-05-28 01:01:11,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260528-258033600102091,已发货，待收货,168.99	,0.0	,0.0	,16.89	,0.0	,152.1	,168.99	,1	,2026-05-28 11:03:30,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000162016,快捷快物流,2026-05-28 00:37:27,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260527-619488222731633,已发货，待收货,168.99	,0.0	,0.0	,42.24	,0.0	,126.75	,168.99	,1	,2026-05-28 11:03:31,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000162018,快捷快物流,2026-05-27 23:51:38,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260527-391312862831769,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-28 10:36:44,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000161681,快捷快物流,2026-05-27 16:46:34,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260527-613511349891219,已发货，待收货,168.99	,0.0	,0.0	,4.99	,0.0	,164.0	,168.99	,1	,2026-05-27 13:51:12,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000158064,快捷快物流,2026-05-27 13:15:57,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260527-033732707861719,已发货，待收货,168.99	,0.0	,0.0	,0.46	,0.0	,168.53	,168.99	,1	,2026-05-27 09:16:43,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000155967,快捷快物流,2026-05-27 07:51:09,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260527-503106772481184,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-05-27 09:16:44,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000155971,快捷快物流,2026-05-27 03:26:06,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260527-236107927863854,已发货，待收货,168.99	,0.0	,0.0	,8.44	,0.0	,160.55	,168.99	,1	,2026-05-27 09:15:11,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000155962,快捷快物流,2026-05-27 01:51:41,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260526-271371549062398,已发货，待收货,168.99	,0.0	,0.0	,33.79	,0.0	,135.2	,168.99	,1	,2026-05-26 13:34:58,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000153331,快捷快物流,2026-05-26 12:51:29,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260526-060125355590752,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-26 13:46:05,	,928653435663	,	,1877214163146	,	,	,西藏,无售后或售后取消,SF0215242678829,顺丰快递,2026-05-26 11:00:25,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260526-601631025493920,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-26 09:44:15,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000151211,快捷快物流,2026-05-26 03:52:41,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260526-246425915723940,已发货，待收货,168.99	,0.0	,0.0	,32.1	,0.0	,136.89	,168.99	,1	,2026-05-26 09:44:16,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000151212,快捷快物流,2026-05-26 02:40:15,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260525-229879344790187,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-05-26 09:44:20,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000151226,快捷快物流,2026-05-25 17:53:04,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260525-684447568173899,已发货，待收货,168.99	,0.0	,0.0	,20.27	,0.0	,148.72	,168.99	,1	,2026-05-26 09:42:30,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000151188,快捷快物流,2026-05-25 16:37:05,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260525-374729612862757,已发货，待收货,168.99	,0.0	,0.0	,28.72	,0.0	,140.27	,168.99	,1	,2026-05-25 15:37:38,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000148985,快捷快物流,2026-05-25 14:33:51,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260525-174986391082105,已发货，待收货,168.99	,0.0	,0.0	,16.89	,0.0	,152.1	,168.99	,1	,2026-05-25 13:03:21,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000147933,快捷快物流,2026-05-25 10:44:16,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260524-560416704140055,已发货，待收货,168.99	,0.0	,0.0	,33.79	,0.0	,135.2	,168.99	,1	,2026-05-25 09:22:37,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000145511,快捷快物流,2026-05-24 23:50:15,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260524-472430702202402,已发货，待收货,168.99	,0.0	,0.0	,30.41	,0.0	,138.58	,168.99	,1	,2026-05-25 09:22:38,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000145514,快捷快物流,2026-05-24 22:42:09,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260524-320916702750844,已发货，待收货,168.99	,0.0	,0.0	,15.0	,0.0	,153.99	,168.99	,1	,2026-05-25 09:22:43,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000145539,快捷快物流,2026-05-24 16:41:49,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260524-405379509850321,已发货，待收货,168.99	,0.0	,0.0	,28.72	,0.0	,140.27	,168.99	,1	,2026-05-25 09:22:44,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000145545,快捷快物流,2026-05-24 16:03:12,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260524-049744453143799,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-24 15:44:54,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000143402,快捷快物流,2026-05-24 15:00:11,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260524-040999349792331,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-24 15:44:55,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000143409,快捷快物流,2026-05-24 13:55:50,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260523-297774682511980,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-24 09:38:47,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000140250,快捷快物流,2026-05-23 15:30:34,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260523-679403907502943,已发货，待收货,168.99	,0.0	,0.0	,20.27	,0.0	,148.72	,168.99	,1	,2026-05-23 09:51:21,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000134640,快捷快物流,2026-05-23 08:16:41,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260522-114127081811031,已发货，待收货,168.99	,0.0	,0.0	,35.0	,0.0	,133.99	,168.99	,1	,2026-05-23 09:51:25,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000134658,快捷快物流,2026-05-22 19:01:58,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260522-626230566550544,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-22 14:10:29,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000129295,快捷快物流,2026-05-22 09:22:49,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260522-647191600750513,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-22 14:10:41,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000129319,快捷快物流,2026-05-22 02:55:03,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260521-353328176721723,已发货，待收货,168.99	,0.0	,0.0	,5.0	,0.0	,163.99	,168.99	,1	,2026-05-22 14:11:03,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000129361,快捷快物流,2026-05-21 18:09:41,否,,	,
