商品,订单号,订单状态,商品总价(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家编码-规格维度,商家编码-商品维度,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,分期方式
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260521-413852055962663,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-21 15:23:46,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000123865,快捷快物流,2026-05-21 14:13:36,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260521-481002832173962,已发货，待收货,168.99	,0.0	,0.0	,33.79	,0.0	,135.2	,168.99	,1	,2026-05-21 12:56:27,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000115790,快捷快物流,2026-05-21 12:21:01,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260521-101061772881683,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-05-21 11:43:01,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000122062,快捷快物流,2026-05-21 00:53:40,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260519-411241091400522,已发货，待收货,337.98	,0.0	,3.37	,40.15	,0.0	,294.46	,334.61	,2	,2026-05-20 09:54:53,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000115632,快捷快物流,2026-05-19 23:40:24,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260519-630010755412023,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-05-20 10:03:01,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000115791,快捷快物流,2026-05-19 23:19:37,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260519-448313485682539,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-20 10:03:03,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000115800,快捷快物流,2026-05-19 20:10:24,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260519-590516067960465,已发货，待收货,179.14	,0.0	,0.0	,39.41	,0.0	,139.73	,179.14	,1	,2026-05-19 14:00:51,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000111318,快捷快物流,2026-05-19 13:54:45,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260519-686733432372621,已发货，待收货,168.99	,0.0	,0.0	,32.1	,0.0	,136.89	,168.99	,1	,2026-05-19 14:00:53,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000111329,快捷快物流,2026-05-19 12:09:56,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260519-681364744513511,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-19 14:00:58,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000111352,快捷快物流,2026-05-19 09:31:48,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260519-500317622601749,已发货，待收货,168.99	,0.0	,0.0	,21.96	,0.0	,147.03	,168.99	,1	,2026-05-19 09:18:00,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000109086,快捷快物流,2026-05-19 00:44:06,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260517-008902428210610,已发货，待收货,168.99	,0.0	,0.0	,40.55	,0.0	,128.44	,168.99	,1	,2026-05-18 09:33:03,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000104621,快捷快物流,2026-05-17 17:44:47,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260517-075455609170431,已发货，待收货,168.99	,0.0	,0.0	,15.0	,0.0	,153.99	,168.99	,1	,2026-05-17 16:40:53,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000103320,快捷快物流,2026-05-17 14:43:52,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260517-205164429713274,已发货，待收货,506.97	,0.0	,5.06	,40.0	,0.0	,461.91	,501.91	,3	,2026-05-18 09:04:01,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000104478,快捷快物流,2026-05-17 12:30:15,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260517-641822943580933,已发货，待收货,168.99	,0.0	,0.0	,37.17	,0.0	,131.82	,168.99	,1	,2026-05-17 13:18:57,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000101900,快捷快物流,2026-05-17 10:39:09,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260515-645985758781435,已发货，待收货,168.99	,0.0	,0.0	,23.65	,0.0	,145.34	,168.99	,1	,2026-05-16 10:30:59,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000096026,快捷快物流,2026-05-15 22:21:08,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260514-370032023152997,已发货，待收货,168.99	,0.0	,0.0	,35.48	,0.0	,133.51	,168.99	,1	,2026-05-15 09:36:10,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000090079,快捷快物流,2026-05-14 23:18:25,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260514-228694453833998,已发货，待收货,168.99	,0.0	,0.0	,3.0	,0.0	,165.99	,168.99	,1	,2026-05-15 09:36:12,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000090089,快捷快物流,2026-05-14 19:59:38,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260514-586290379151348,已发货，待收货,168.99	,0.0	,0.0	,20.0	,0.0	,148.99	,168.99	,1	,2026-05-14 16:25:58,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000088889,快捷快物流,2026-05-14 15:35:58,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260514-648533808690032,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-14 13:52:01,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000087172,快捷快物流,2026-05-14 13:03:07,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260513-460744343973568,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-14 10:44:09,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000086240,快捷快物流,2026-05-13 21:48:38,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260512-305261473341305,已发货，待收货,168.99	,0.0	,0.0	,3.0	,0.0	,165.99	,168.99	,1	,2026-05-13 10:53:22,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000081375,快捷快物流,2026-05-12 19:13:58,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260510-001090578803562,已发货，待收货,168.99	,0.0	,0.0	,30.0	,0.0	,138.99	,168.99	,1	,2026-05-11 13:27:04,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000071110,快捷快物流,2026-05-10 22:07:20,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260509-628526958090943,已发货，待收货,168.99	,0.0	,0.0	,0.0	,0.0	,168.99	,168.99	,1	,2026-05-09 10:06:34,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000063547,快捷快物流,2026-05-09 06:54:32,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260506-539555336551068,已发货，待收货,168.99	,0.0	,0.0	,37.17	,0.0	,131.82	,168.99	,1	,2026-05-06 11:33:56,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000053686,快捷快物流,2026-05-06 08:33:16,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260502-606632681083762,已发货，待收货,168.99	,0.0	,0.0	,25.34	,0.0	,143.65	,168.99	,1	,2026-05-02 14:41:41,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,KJE000000041721,快捷快物流,2026-05-02 01:21:09,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260427-202983380511922,已发货，待收货,169.0	,0.0	,0.0	,8.45	,0.0	,160.55	,169.0	,1	,2026-04-27 15:56:04,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,777404416003481	,申通快递,2026-04-27 10:54:14,否,,	,
趣白全自动洗面奶打泡机感应泡沫机绵密泡沫礼品新品懒人洗脸神器,260427-550680717670690,已发货，待收货,169.0	,0.0	,0.0	,0.0	,0.0	,169.0	,169.0	,1	,2026-04-27 10:49:32,	,928653435663	,	,1877214163146	,	,	,	,无售后或售后取消,777404379815369	,申通快递,2026-04-27 10:33:07,否,,	,
